,name,product_id,product_idx
875,Kavli Jalapeño Ost Tube 175.00 g,1244,180
876,Tine Kremtopp 33%  250.00 ml,1234,178
877, Økologisk Isbergsalat Spania/Holland 1.00 stk,30503,2369
878,REMA 1000 Bacon Topping  80.00 g,24967,1481
879,Prior Kalkunfilet Med Grovkvernet Pepper  110.00 g,28744,2081
880,REMA 1000 Manchego DOP Lagret 6 mnd 150.00 g,26508,1669
881,REMA 1000 Rosiner 6 pakker 255.00 g,27055,1751
882,Q-meieriene Q Barneyoghurt Banan  135.00 g,17740,1052
883,Hatting Hvitløksbaguetter 2 stk 350.00 g,21463,1225
884,Santa Maria Grønn Curry Paste  110.00 g,14218,902
885,REMA 1000 Thaisuppe  1.00 kg,24508,1428
886,REMA 1000 Hakkede Tomater Hvitløk  390.00 g,8484,577
887,Kolonihagen Sesamfrø  300.00 g,26993,1729
888,Tine Vaniljekesam  300.00 g,434,57
889, Moreller Norge 600.00 g,26449,1658
890,Tine Geitost FG33 500.00 g,2305,236
891,REMA 1000 Pommes Express  450.00 g,20950,1213
892,Dolmio Pastasaus Al Forne  500.00 g,5671,387
893,Domstein Torskefilet Lettsaltet Med Skinn Villfisk 400.00 g,24895,1471
894,Saritas Butterchicken med Kryddermiks  360.00 g,25064,1490
895,Naturli Burger vegansk  240.00 g,31720,2676
896,Oatly iMAT Fraiche Vegetabilsk 200.00 ml,17026,1024
897, Ferdigkokte Mandelpoteter Norge 600.00 g,30777,2406
898,Toro Meksikansk Gryte Familiepakning 284.00 g,10736,758
899, Bogskinke  500.00 g,13726,883
900,Ytterøy Kylling Kylling Nuggets  300.00 g,27008,1734
901,Buer Birgers Beste Lefser  5.00 stk,16621,1006
902, Økologiske Klasetomater Spania 500.00 g,23924,1375
903,Wasa Knekkebrød 100 Frø & Havsalt  245.00 g,29136,2123
904,Fiskeriet Reker I Lake  200.00 g,4960,367
905,Q-meieriene Skyr Skogsbær Pose  125.00 g,28122,1961
906,Sun·Maid Rosiner 6 x 42g 255.00 g,1039,155
907,Findus Fish & Crisp Nuggets  245.00 g,31735,2682
908,Q-meieriene Skyr Jordbær & Lime  160.00 g,18394,1086
909, Sitrongress Indonesia 50.00 g,24537,1436
910,Heinz Tomatketchup  1.00 kg,7768,521
911," Økologiske Poteter Uvasket Solist/Hassel/Folva, Norge 1.50 kg",23194,1300
912,Toro Bretagne kyllingsaus  27.00 g,737,107
913, Discovery /Aroma Epler Norge 6.00 stk,27852,1902
914,Q-meieriene Q Barneyoghurt Bringebær  135.00 g,25295,1520
915,Toro Amerikansk Gryte  187.00 g,765,126
916, Halv Vannmelon  2.00 kg,34524,2993
917,Ytterøy Kylling Satay Grillspyd Av Kyllingfilet Rå 6.00 stk,32837,2888
918,Gilde Sognemorr Skivet 130.00 g,2602,250
919,Toro Risengrøt Snarkokt 148.00 g,985,142
920,Sun·Maid Økologiske Rosiner  250.00 g,23971,1382
921,Toro Bearnaisesaus Familiepakning 4.00 stk,14404,916
922, Økologisk Kålrot Norge 1.00 stk,19456,1144
923,Tine Rislunsj med Bringebær & Blåbær Piano 150.00 g,24674,1449
924,Ytterøy Kylling Naturell Kyllingfilet Vår Laveste Pris 1.60 kg,33222,2966
925,REMA 1000 Jordbærsyltetøy  1.00 kg,8348,564
926," Økologisk Kiwi,  4-5 stk Italia 500.00 g",27163,1760
927,Gilde Hamburgerrygg  110.00 g,22882,1290
928,Tine Fløtemysost Lettere Skivet 130.00 g,2269,228
929,Hatting Solsikkestykker  480.00 g,26367,1653
930, Økologisk Rødløk Nederland 500.00 g,19462,1146
931,REMA 1000 Bønnemiks Økologisk 290.00 g,30428,2350
932,Toro Tikka Masala Indisk  318.00 g,6355,454
933,Toro Hollandaisesaus  26.00 g,749,116
934,REMA 1000 Fullkornsris Boil-in-bag 8x125g 1.00 kg,18223,1075
935,Den Lille Nøttefabrikken Spesial Med Havsalt  270.00 g,6025,400
936,"Mere Mat Suppe med Kylling, Curry & Grønnsaker  500.00 g",15103,924
937,Semper Chia Knekkebrød Glutenfri 140.00 g,18847,1115
938,Old El Paso Tortilla Strips Cheese  185.00 g,29211,2150
939,Toro Muskatnøtt Malt 10.00 g,6049,402
940,Rummo Fusilli  500.00 g,23571,1343
941,REMA 1000 Fetaost  200.00 g,16395,990
942,Grilstad Italiana Salami  130.00 g,27995,1928
943,Wasa Knekkebrød Husman  260.00 g,7060,483
944,Dr. Oetker Ristorante Speciale 2pk 660.00 g,4300,309
945,Superbra Risotto Med Steinsopp 250.00 g,2167,215
946,Prior Røkt Kjøttpølse Av Kylling & Kalkun Skinnfri 450.00 g,24105,1409
947,Superbra Tomatsaus Soltørket tomat og basilikum 350.00 g,2134,207
948,Prima Ytrefilet av Storfe i Skiver  200.00 g,25936,1579
949,Kolonihagen Olivenolje Extra Virgin Økologisk 0.50 l,28127,1962
950,Green Giant Mais Økologisk 2x160g 320.00 g,30870,2415
951,"Mere Mat Suppe med Tomat, Squash & Basilikum  530.00 g",15100,923
952,Den Stolte Hane Kreolsk sandwichfilet Av Kylling Stekt & Spiseklar 200.00 g,29974,2290
953,REMA 1000 Vannkastanjer  227.00 g,8807,634
954,Hoff Pommes Noisettes  600.00 g,24495,1426
955,Mills Potetmos Med Gressløk  90.00 g,5845,391
956,Gilde Haugpølse Skivet  150.00 g,17413,1040
957,REMA 1000 Chilinøtter  175.00 g,8598,593
958,Toro Pizzabunn Familiepakke  370.00 g,6307,447
959,Kavli Sibas Havrekjeks  290.00 g,21424,1223
960,Stabburet Flatbrød Mors Hjemmebakte 520.00 g,1723,196
961,Stranda Fenalår  100.00 g,4552,333
962,Sevan Harissa Chilipaste  70.00 g,29543,2196
963,REMA 1000 Rød Pesto  190.00 g,13318,858
964,Oatly Havredrikk Sjokolade  1.00 l,16570,1001
965,REMA 1000 Fullkornsnudler  250.00 g,13765,887
966,"Nøtteliten Cashewnøtter Rå, Usaltet 190.00 g",29774,2285
967, Løvbit 2x100 g 200.00 g,16014,966
968," Svartkål Wokmiks Vasket, Norge/Spania 200.00 g",27708,1868
969,"Villa Paradiso Pizza Margherita fersk, vegetar 370.00 g",32437,2794
970,Hälsans Kök Vegan Sojafarse  300.00 g,13423,869
971,Toro Laurbærblad Hel 3.00 g,6238,437
972,Superbra Salsa Frisk Mango & Lime Økologisk 240.00 g,25568,1546
973,REMA 1000 Sprøstekt Løk  100.00 g,26278,1640
974,Gilde Medisterkaker  400.00 g,25981,1586
975,Sopps Spaghetti Rik På Fiber  450.00 g,5959,398
976,Strøm-Larsen Karbonadedeig Økologisk  400.00 g,15247,943
977, Chilipepper Grønn Spania 50.00 g,24536,1435
978,Nøtteliten Økologiske Valnøtter  150.00 g,29736,2253
979,Tine Junior Yoghurt Frukt Uten tilsatt sukker eller søtstoff 8x125g 1000.00 g,12121,804
980,Toro Hvit saus  38.00 g,748,115
981,Rana Gnocchi  500.00 g,31070,2470
982,Strøm-Larsen Lammepølser 3 Stk 300.00 g,15226,938
983,REMA 1000 Prima Røkte Kjøttpølser  0.72 kg,24523,1431
984,Rummo Mezzi Rigatoni  500.00 g,26233,1624
985, Salatblanding Premium Spania/ Italia 100.00 g,26250,1631
986,Villa Paradiso Pizza Indiavolata - Fersk  460.00 g,32438,2795
987,Fjordland Torsk i Purreløksaus Gulrøtter og Poteter 550.00 g,13645,879
988,REMA 1000 Kryddermiks Kylling Taste Lab 30.00 g,24020,1389
989,Fjordland Pasta med Ost & Skinkesaus  350.00 g,26868,1713
990,Fjordland Yoplait Double 00% Skogsbær 4x125g 500.00 g,28653,2059
991, Økologisk Mozzarella  125.00 g,22498,1279
992,Geisha Risgrøt  800.00 g,6367,457
993,Ytterøy Kylling Naturell Kyllingfilet i Tynne Skiver  400.00 g,32845,2890
994,Big One Big One Pepperoni Pizza  590.00 g,4279,305
995,Toro Jegergryte  106.00 g,705,97
996,Åkeberg & Skoglunn Grillpølser Vår Laveste Pris 16.00 stk,31695,2670
997, Gul Kiwi New Zealand 4.00 stk,22819,1285
998,Fjordland Biff Stroganoff Med Ris  460.00 g,22750,1282
999," Sukkererter Flate, Guatemala/Egypt/ Kenya 150.00 g",138,30
1000, Bananer i Klase 5-6 Stk Colombia 1.00 kg,33149,2938
1001,Fiskeriet Hjertefiskekaker 50% 700.00 g,30222,2314
1002,"Fjordland Kokt Laks med Urtesaus, Gulrot & Poteter  500.00 g",13600,876
1003,Saritas Tikka Masala med Kryddermiks Medium 360.00 g,6253,442
1004,Kavli Magerost Kylling Tube 175.00 g,21466,1226
1005,REMA 1000 Tunfisk i Solsikkeolje  185.00 g,22327,1268
1006,Døgnvill Døgnvill Coleslaw  200.00 g,32102,2727
1007,Q-meieriene Skyr Appelsin & Mango  160.00 g,25080,1491
1008,Gilde Storfe Mørbradbiff  365.00 g,25802,1572
1009,Villa Paradiso Villa Paradiso Pizza Capricciosa - Fersk  470.00 g,32439,2796
1010,Rørosmeieriet Økologisk  Røros Yoghurt  450.00 g,24239,1414
1011,Iliada Kalamata-Oliven Uten Sten  370.00 g,9902,718
1012,Findus Ovnsbakt Fisk Italiensk  380.00 g,27516,1820
1013,Soft Flora Soft Flora Margarin  500.00 g,5116,376
1014,Tine Go'morgen Uten Mango 190.00 g,12202,816
1015,Old El Paso Guacamole Spicemix  20.00 g,13051,847
1016,Peppes Pizza Peppes Pizzadressing Med Rømme & Gressløk 210.00 g,30281,2335
1017,Rørosmeieriet Røros Rømme Økologisk 250.00 g,24241,1416
1018,Stanges Gårdsprodukter Kyllingklubber Naturell  500.00 g,24438,1422
1019,REMA 1000 Fløtegratinerte Poteter  750.00 g,25440,1535
1020,Petti Finhakkede Tomater  400.00 g,27148,1757
1021,Tine Yoghurt Jordbær  500.00 g,12136,806
1022,Ytterøy Kylling Grillede Kyllinglårklubber  800.00 g,27988,1927
1023,"Mere Mat Suppe med Linser, Søtpotet, Gresskar og Spinat  500.00 g",26535,1676
1024,Grandiosa Tynn Bunn Mozzarella  340.00 g,31215,2512
1025,"Sunniva Gryr Havredrikk Naturell 1,5%  1.00 l",28344,2031
1026,Mills Plantego' Hummus med en hint av Cayenne 165.00 g,32116,2736
1027,Toro Kremet kyllingsaus  30.00 g,738,108
1028,REMA 1000 Baguette Fin Steinovnsbakt  250.00 g,13369,863
1029,Gilde Kalverullade  110.00 g,26000,1592
1030, Økologisk Gul Løk Nederland 500.00 g,19459,1145
1031,Tine Piano Vaniljesaus Zero Uten Tilsatt Sukker 0.50 l,25467,1536
1032, Mango Snart Moden Vår Laveste pris 1.00 stk,32536,2821
1033,Barilla Pasta Lasagneplater  500.00 g,701,96
1034,Helios Dadler  150.00 g,11494,782
1035,Brødrene Sperre Torskefilet Sjøfrosset  2.00 kg,4411,314
1036,Synnøve Fløtemysost  480.00 g,4459,323
1037,Vita Hjertego' Lettmajones  175.00 g,4531,330
1038,Nora Rødkål  450.00 g,335,51
1039,Synnøve Kryddersmør  90.00 g,4501,326
1040,Sætre Sætres Beste Tynne Speltkjeks  100.00 g,7168,489
1041,Tine Jarlsberg Vellagret  520.00 g,8234,543
1042,REMA 1000 Surkål  450.00 g,8774,625
1043,REMA 1000 Spicy Søtpotetsuppe  1.00 l,30054,2294
1044, Ekstra Saftige Fuji Epler Kina 4.00 stk,27253,1783
1045,Barilla Pastasaus Basilikum  400.00 g,14545,920
1046,Åkeberg & Skoglunn Kylling Grillpølse 6 Stk 400.00 g,27643,1844
1047,Nordfjord Konge Entrecote  400.00 g,24039,1394
1048,Den Stolte Hane Solgule Egg Fra Frittgående Høner Str M/L 6.00 stk,31675,2658
1049,Castello Castello Hvit  150.00 g,1213,176
1050,Tine Biola Blåbærdrikk  1.00 l,33340,2973
1051,Gilde Julepølse Kokt  400.00 g,26906,1718
1052,Tine Tine Nøkkelost Skorpefri  432.00 g,28162,1976
1053,Toro Sjysaus  15.00 g,2551,248
1054,Santa Maria Pad Thai Wok  150.00 g,25021,1489
1055,REMA 1000 Perline med Parmigiano Reggiano  250.00 g,17101,1030
1056,Tine Norvegia Fyldig  1.00 kg,32203,2752
1057,Philadelphia Philadelphia Laktosefri  175.00 g,14263,906
1058,Delikat Potetsalat Crème Fraîche  420.00 g,4999,372
1059,Melange Melange Uten Salt & Melk  500.00 g,5146,382
1060,VILTi Reinsdyrkaker  500.00 g,6637,472
1061,Q-meieriene Q Skyr Luftig Bringebær  130.00 g,28039,1933
1062, Pasjonsfrukt Colombia 4.00 stk,19690,1168
1063,Helios Kokosflak Økologisk 100.00 g,20350,1192
1064,Alpro Naturell Soyayoghurt  500.00 ml,1207,173
1065,Blue Dragon Chop Suey Woksaus 120.00 ml,1168,168
1066,Tine Norvegia Lettere Skorpefri 500.00 g,2248,222
1067,Tine Gryr Havredrikk Fyldig Naturell  1.00 l,28343,2030
1068,Pers Kjøkken Roastbiff  100.00 g,31052,2456
1069, Bønnespirer Norge 180.00 g,19723,1178
1070,Finsbråten Bratwurst-Knacker  250.00 g,17887,1063
1071,"Tine TineMelk Økologisk Lett 1,2% 1.00 l",2257,225
1072,Wasa Knekkebrød Fiber Balance  230.00 g,1154,164
1073,Toro Kjøttkakesaus  45.00 g,741,109
1074,Toro Gressløk  5.00 g,6055,403
1075,Tine Kremfløte  1.00 l,12340,835
1076,Gilde Grillpølse Ost & Chili  600.00 g,22738,1280
1077,Toro Carbonara Pastasaus  29.00 g,11587,784
1078,Taga Hola Serrano  240.00 g,29338,2177
1079, Romano Grønn Norge 1.00 stk,26274,1638
1080,REMA 1000 Salsasaus Chunky Mild 315.00 g,8626,598
1081, Ingefær Kina 500.00 g,26255,1636
1082,Old El Paso Tortilla Chips Cheese  185.00 g,27633,1841
1083,Taga Chorizo Extra Spekepølse  60.00 g,23241,1309
1084,Tine Piano Duo Yoghurt Sjokolade og sjokocrisp 122.00 g,12013,791
1085,Danone Activia Blåbær 4x125g 500.00 g,5125,378
1086,REMA 1000 Kidneybønner i Chili  410.00 g,24589,1446
1087,Strøm-Larsen Hellstrøms Entrecote av Angus Til ca. 2 Personer 400.00 g,26070,1596
1088,Q-meieriene Skyr Mango og Pasjonsfrukt  125.00 g,28293,2013
1089,REMA 1000 Baguetter Grove  300.00 g,16314,982
1090, Røde Appelsiner  1.00 kg,184,36
1091,Gilde Kjøttpudding  500.00 g,27142,1755
1092,Toro Meksikansk tomatsuppe  100.00 g,717,100
1093,Ytterøy Kylling Kyllingfilet Naturell  1800.00 g,32483,2814
1094,REMA 1000 Pizzasaus Bianca  180.00 g,25269,1513
1095,Toro Spisskummen Malt 62.00 g,6247,440
1096,REMA 1000 Husholdningserter  410.00 g,8772,624
1097,REMA 1000 Ananas i Skiver 3-pk  681.00 g,8692,611
1098,Dr. Oetker Ristorante Pizza Pollo  355.00 g,21835,1254
1099,Barilla Pasta Fusilli Glutenfri  400.00 g,2497,245
1100,"REMA 1000 Grovbrød, Lettstekt  750.00 g",13753,886
1101,Peppes Pizza Peppes Pizzabunn Italiensk Firkantet 2-3 Pers 400.00 g,28714,2073
1102,Kolonihagen Jordbær Økologisk 250.00 g,18226,1076
1103,Tine Laktosefritt Smør  250.00 g,29623,2220
1104,Knorr Hønsebuljong Terninger  6.00 l,7597,512
1105,Wasa Knekkebrød Frukost Økonomi  480.00 g,6940,476
1106," Jordbær Belgia/ Nederland, Elsanta 250.00 g",26103,1611
1107,Synnøve Herkules Prim  190.00 g,19315,1134
1108,Hoff Pommes Frites Krydder  130.00 g,16753,1010
1109, Delte Maiskolber Ferdigkokt 3.00 stk,33504,2981
1110,Toro Kapers  100.00 g,6151,419
1111,Kikkoman Soyasaus  500.00 ml,27445,1801
1112,Tine Kviteseidsmør  450.00 g,8969,647
1113,Go Green Maiskorn Økologisk 380.00 g,28501,2048
1114,Ilchester Cheddar  200.00 g,2350,238
1115,REMA 1000 Bringebærsyltetøy  1.00 kg,8350,565
1116,Toro Vaniljestang  3.00 g,6118,413
1117,Prima Karbonader Ferske  800.00 g,4684,343
1118,REMA 1000 Krydret Skinke  100.00 g,25121,1495
1119,Nordfjord Sommerkoteletter  1.00 kg,11959,788
1120,Løiten Kaldpresset Eplejuice Bag in Box 3.00 l,29558,2201
1121,Nordfjord Pulled Pork Langtidskokt Svinenakke 500.00 g,22807,1284
1122,Toro Hvitløkpulver  87.00 g,6196,426
1123,REMA 1000 Thai-inspirert Wok  500.00 g,22840,1287
1124,Wasa Knekkebrød Runda Kanel  330.00 g,2041,202
1125,Alpro Mandeldrikk  1.00 l,9947,729
1126,Hatting Grønnsakstykker 6 stk 402.00 g,31210,2509
1127,Uncle Ben's Tikka Masala Saus  450.00 g,13870,893
1128,Strøm-Larsen Ferske Hamburgere  2.00 stk,29526,2195
1129,Q-meieriene Skyr Luftig Sitron  130.00 g,29502,2189
1130,Fjordland Byggrynslunsj UTEN Med Eple & Pære 150.00 g,28684,2064
1131,Finsbråten Chorizo-Knacker  250.00 g,22969,1294
1132,Fjordland Laks og Pasta  350.00 g,21640,1241
1133,Solvinge Hel Rå Kylling Naturell  1.50 kg,30066,2297
1134,Barilla Pasta Spaghetti Fullkorn  1.00 kg,27489,1811
1135, Spisskål Spania 1.00 stk,26308,1645
1136,Strøm-Larsen Lammekoteletter Strøm-Larsen 1.00 kg,18412,1088
1137,Kos Kos Sjokoladepudding med Saus 2 stk 310.00 g,25625,1555
1138,Gilde Røkt Kjøttpølse Original  1.20 kg,3541,269
1139,Idun Pizzagjær 5 poser 1.00 stk,1183,170
1140,Lindahls Yoghurt Tyrkisk Naturell 10%  1.00 kg,24535,1434
1141,Wasa Knekkebrød Glutenfri Sesam & Havsalt  240.00 g,27480,1804
1142,Kavli Kaviar 60%  190.00 g,3325,265
1143,Stanges Gårdsprodukter Kyllinglår med Smør Rett i Ovnen 260.00 g,24524,1432
1144,Old El Paso Salsa Thick'n Chunky Hot 340.00 g,7255,496
1145,Prima Entrecote av Storfe i Skiver Vår laveste pris 250.00 g,25940,1581
1146,"Oda Barnas Kjøttboller i Tomatsaus Fiks ferdig, 2 Porsjoner 800.00 g",28005,1930
1147, Mini Pak Choi Italia/ Nederland 125.00 g,26253,1634
1148,Prima Kjøttkaker Ferske  800.00 g,4738,349
1149,Åmli Pannekaker Ferdigstekte 10 Stk 600.00 g,4870,362
1150,Brødr Ringstad Elgkarbonader  3.00 stk,31890,2701
1151,Pers Kjøkken Gourmetskinke  100.00 g,31056,2460
1152,Danonino Drikkeyoghurt Bringebær 4x100g 400.00 g,26686,1692
1153,Blue Dragon Sesamolje  150.00 ml,18919,1118
1154,Pølsemaker Bergbys Bergbys sennep  510.00 g,1032,153
1155,Trondhjems Sodd  0.84 kg,6499,465
1156,Wasa Sandwich Brunost  36.00 g,6961,479
1157,Fiskeriet Burger m/Purre & Paprika 80% 4.00 stk,29713,2246
1158,Go Tan Sriracha-Saus  215.00 ml,18907,1117
1159,Nordfjord Hamburgere 6 stk 600.00 g,26139,1614
1160, Havrelomper Store 8 stk 280.00 g,25225,1506
1161,Døgnvill Døgnvill Majones  100.00 g,32104,2729
1162,Pers Kjøkken Ribberull  100.00 g,31055,2459
1163,Naturli Minced Ertebasert  400.00 g,31477,2591
1164," Fersk Estragon i Pose, Etiopia 20.00 g",22459,1272
1165,Toro Garam Masala  55.00 g,10993,775
1166,Fiskeriet Sprøbakt Torskefilet 63% 300.00 g,16470,994
1167,REMA 1000 Mandler Saltet Og Ristet 50.00 g,26991,1728
1168,Kolonihagen Müslirundstykke 5 stk 450.00 g,31110,2484
1169,Nordfjord Tørrsaltet Bacon uten Svor  110.00 g,24687,1453
1170,Q-meieriene Q Skyr Luftig Mango  130.00 g,28040,1934
1171,Tine Tine Jarlsberg Skiver  120.00 g,27364,1792
1172,Santa Maria Chili Explosion Med kvern 70.00 g,1082,156
1173,Fjordland Byggrynslunsj UTEN Med Jordbær & Lime 150.00 g,28685,2065
1174,King Oscar Tunfisk i Olivenolje  85.00 g,18850,1116
1175,Bjerke Spekemat Rødvinsalami  100.00 g,29160,2137
1176,Stanges Gårdsprodukter Hel Landkylling Fersk 2.00 kg,23266,1316
1177,REMA 1000 Fettuccine Økologisk Økologisk 500.00 g,19363,1136
1178,Philadelphia Philadelphia Hvitløk & Urter  200.00 g,4435,319
1179,Tine Litago Uten Tilsatt Sukker  1.00 l,25479,1539
1180,Alpro Soyadrikk Sjokolade  1.00 l,9812,703
1181," Fersk Oregano i Pose, Etiopia 20.00 g",17755,1057
1182,Bjerke Spekemat Bøkerøkt Skinke  120.00 g,29158,2135
1183,Rørosmeieriet Økologisk Kremfløte  3.00 dl,25468,1537
1184,Fjordland Svinestek  580.00 g,95,19
1185,Lohmanders Aioli Kremet  230.00 ml,20917,1210
1186,Salatmester'n  Hvitløksdressing  380.00 g,5098,375
1187,Hoff Potetmos Familiepose  150.00 g,28487,2043
1188,Toro Bretagne Kyllingsaus Familiepakke  4.00 stk,10688,745
1189,"Sun·Maid Rosiner Sour Strawberry 6 x 37,7g 226.20 g",29506,2190
1190,REMA 1000 Passata Tomater  390.00 g,31291,2545
1191,Gilde Storfe Entrecote  400.00 g,25800,1570
1192, Økologisk Hodekål Norge/Holland 1.00 kg,26407,1656
1193,Synnøve Hvitløksmør  90.00 g,17524,1045
1194,Toro Kardemomme  46.00 g,6169,422
1195,"Domstein Ørretfilet med Skinn Oppdrett, Fersk 400.00 g",24890,1470
1196," Fersken Kurv, Italia/ Spania 1.00 kg",21643,1242
1197,Den Lille Nøttefabrikken Mango Tørket  150.00 g,12940,844
1198, Ekstra Søte Honningtomater Holland 180.00 g,32170,2748
1199,Grandiosa Tynn Bunn Pepperoni  305.00 g,31216,2513
1200,Taga Artisjokkhjerter Tapas  130.00 g,28290,2011
1201,Touch of Taste Kyllingfond  180.00 ml,27223,1775
1202,Rummo Farfalle  500.00 g,29570,2202
1203,Fjordland Kjøttsuppe  350.00 g,26867,1712
1204,REMA 1000 Fiskesuppe  1.20 kg,24509,1429
1205,Grandiosa Grandiosa Kjøttdeig&løk Pizza  520.00 g,240,47
1206,Nordfjord Mørpølse Oppskåret  150.00 g,4741,350
1207,Nora Parisersurkål Hjemmelaget  450.00 g,17242,1034
1208,Peppes Pizza Glutenfri Bunn  260.00 g,16561,1000
1209," Pak Choi Wokmiks Vasket, Norge/ Spania/ Nederland 250.00 g",27705,1865
1210,Synnøve Gresk Yoghurt Vanilje  350.00 g,8813,635
1211,"Peppes Pizza Peppes Triple Meat Skinke,Pepperoni & Kjøttboller 545.00 g",28430,2042
1212, Aspargestopper Peru 100.00 g,26816,1705
1213,Hoff Potetmos med Gressløk og Melk  100.00 g,29146,2127
1214,Blue Dragon Teriyaki Woksaus 120.00 g,7534,510
1215,Prima Reker i Lake  400.00 g,4957,366
1216,Strøm-Larsen Grillpølser Lange 3 stk 300.00 g,20227,1180
1217,Toro Kjøttdeigsaus  45.00 g,742,110
1218,Synnøve Synnøve Gulost Lett i Bit 16% fett 450.00 g,28716,2074
1219,Polly Småsulten Nøtter & Frukt  60.00 g,925,135
1220,Danone Activia Korn 4x125g 500.00 g,5128,379
1221,MasalaMagic Nirus Håndlagde Nan  260.00 g,24940,1477
1222,Nora Agurker Hele  580.00 g,13216,853
1223,Strøm-Larsen Bøkerøkt Frankfurter Norgesmester 2020 3.00 stk,32304,2768
1224,Tine Ridderost Kittmodnet Ost 38% 285.00 g,23486,1336
1225,"Nøtteliten Peanøtter Ristet, Usaltet 260.00 g",29770,2282
1226,Dovre Ysteri Norsk Brie  150.00 g,31537,2616
1227,Domstein Seifilet uten Skinn Fersk villfisk 200.00 g,24884,1464
1228,Hatting True Style Bistro Pølsebrød 6 stk 300.00 g,28916,2101
1229,Helios Ceylon Kanel Malt Økologisk 18.00 g,20386,1197
1230,REMA 1000 Salsa Chipotle Taste Lab 185.00 g,28247,1994
1231,Fjordland Fiskesuppe med Creme Fraiche & Urter  350.00 g,13603,877
1232, Gjesteskinke  200.00 g,27542,1825
1233,Fiskeriet Røkt Ørret Skivet  100.00 g,28282,2006
1234,Kolonihagen Vesterhavsost Økologisk 250.00 g,28194,1984
1235,Blue Dragon Oyster Spring Onion Woksaus 120.00 g,10960,773
1236,Gilde Smårettpølse  200.00 g,24134,1410
1237,Ybarra Sorte Oliven Uten Sten  230.00 g,18943,1120
1238,Toro Karri  65.00 g,6079,407
1239,"Toro Spaghettisaus Økonomipakke, 4 poser 216.00 g",6442,464
1240,Il Torrione Balsamico Vineddik  0.25 l,1004,152
1241,Toro Ertestuing Snarkokt  164.00 g,6430,463
1242,REMA 1000 Solsikkeolje  1.00 l,30090,2309
1243,Toro Gul ertesuppe  146.00 g,757,121
1244,Tine Crème Chérie Kirsebær 150.00 g,1214,177
1245,Uncle Ben's Sweet & Sour Original  450.00 g,15579,956
1246,Wasa Sandwich Gressløk  37.00 g,6952,477
1247,Prima Salami Stablepakke 250.00 g,18010,1066
1248,Helios Grønnsaksbuljong Gjærfri Økologisk 130.00 g,20371,1196
1249,Naturli Veggie Balls Boller vegansk  300.00 g,31480,2593
1250,Santa Maria Rock salt Med kvern 140.00 g,563,78
1251,Godehav Scampi Rå m/Skall Str 26/30 400.00 g,3298,258
1252,Vita Hjertego' Vita Pro Aktiv  250.00 g,5140,380
1253,Helios Aprikoser Økologisk 150.00 g,29581,2207
1254,Strøm-Larsen Hellstrøms Indrefilet av Angus  400.00 g,26075,1601
1255,REMA 1000 Spicy Kjøttboller Topping  150.00 g,25992,1588
1256,Heinz Eplecider Eddik  473.00 ml,7798,523
1257,Maggi Klar kjøttbuljong Terninger 8.00 l,836,132
1258,Stanges Gårdsprodukter Kyllingfilet Strimlet  300.00 g,24440,1424
1259,Fiskeriet Fiskekaker av Hyse og Sei 53% 380.00 g,28117,1959
1260,Barilla Pastasaus Bolognese  400.00 g,27487,1809
1261,Tine Biola Blåbær lakt.fri 1.00 l,12094,801
1262,Fjordland Bearnaisesaus  2.50 dl,26869,1714
1263,Grandiosa Grandiosa Vår Hjemmelagde med Kjøttdeig Pizza  1000.00 g,14467,918
1264,Wasa Knekkebrød Rugsprø Havre  180.00 g,1151,163
1265,Toro Bergensk Fiskesuppe  81.00 g,10718,755
1266, Camembert Le Rustique  250.00 g,12268,827
1267,Pers Kjøkken Provenceskinke Med Oliven 100.00 g,31054,2458
1268,Nøtteliten Tørket Tranebær  260.00 g,19135,1129
1269,Tine Piano Sjokoladepudding  1.00 l,75,11
1270,Santa Maria Dip Tex Mex Style  250.00 g,31295,2548
1271,Prima Fiskepudding Snabb  340.00 g,18019,1068
1272,Nordfjord Krydret Grillribbe  800.00 g,11956,787
1273,"Lofoten Burger m/Steinbit & Hvitløk 56%, 2 Stk 250.00 g",30926,2432
1274,Den Stolte Hane Egg Fra Frittgående Høner Str XL 6.00 stk,31674,2657
1275,Lofoten Fiskegrateng  900.00 g,30929,2435
1276,Ryvita Ryvita Rug Knekkebrød 400.00 g,7732,518
1277,Sætre Sætres Beste Salinas  200.00 g,53,3
1278,Rummo Caserecce  500.00 g,23572,1344
1279, Hodesalat Norge 1.00 stk,26246,1629
1280,Rørosmeieriet Økologisk Lettrømme 10 % 250.00 g,30502,2368
1281,Toro Lofoten fiskesaus  40.00 g,755,120
1282,Sopps Spaghettini  450.00 g,5956,397
1283,Hälsans Kök Filet Pieces  320.00 g,28261,1998
1284, Ricotta Ambrosi 250.00 g,29984,2291
1285,Nordfjord Strynskinke  150.00 g,4768,352
1286,"Oda Fransk Oksegryte Fiks ferdig, 2 Porsjoner 800.00 g",32298,2766
1287,Nordfjord Strynbacon  150.00 g,4735,348
1288,Polly Turmiks Nøtter & Sjokolade 260.00 g,254,49
1289,Tine Norvegia Smøreost Med Skinke  165.00 g,31187,2505
1290,Fjordland Rømmegrøt  800.00 g,28686,2066
1291,Hatting Glutenfrie Pitabrød 2 stk 230.00 g,21667,1246
